frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
161,842.7281,226.20235,839.9759,220.775,844.03864,220.96365,821.5574,211.87726,836.35345,213.33836,799.6271,211.24826,824.6916,220.35783,793.49036,224.67316,830.4472,226.30296,819.8239,240.19862,841.5436,234.06085,771.14075,253.91676,778.07477,258.33484,801.2342,302.27438,788.03723,308.22015,783.934,351.58902,739.13367,355.91953
162,840.98584,220.46133,839.0569,214.86624,840.443,215.89777,820.767,208.74512,832.0324,211.64877,790.8882,214.7039,823.1155,226.91652,763.00433,241.41125,815.0462,264.4348,770.0989,270.13623,810.27295,290.7071,769.8904,261.7992,784.0276,267.13104,800.51385,307.11005,786.68567,313.53415,785.2188,352.38757,739.0652,354.8369
163,841.5988,217.09825,840.52814,211.95952,840.15643,212.16487,823.16986,208.7579,829.41864,209.80496,793.61395,217.27364,821.1107,226.93451,765.0408,244.61638,809.6383,263.33966,771.93756,269.56885,806.2071,288.60162,772.62115,261.2933,783.53467,265.61835,800.0402,308.38025,786.27625,314.44992,781.6247,353.12827,738.18604,355.0872
164,841.268,219.61514,839.8585,214.43336,839.8576,214.65587,820.99274,211.00401,829.113,211.84383,790.7874,219.26997,826.1411,228.45715,766.32874,246.62675,835.871,256.88846,776.6801,270.34787,839.33514,264.11652,768.6902,260.5735,784.75366,264.75168,800.272,308.05536,790.5516,312.08817,783.1013,353.9261,740.2276,355.3538
165,843.32227,219.33324,841.7233,214.10869,841.2199,214.63295,822.8915,211.1487,830.03674,213.09467,792.1892,219.95192,830.31055,231.14624,768.5971,250.32434,834.32245,262.96017,778.2277,273.51193,832.64813,271.55786,768.6693,259.18396,785.6973,263.9767,802.98126,305.55484,789.6611,311.31268,786.5524,353.3554,739.81696,355.56342
166,843.50214,220.55574,841.419,215.10039,841.72156,216.17142,822.27234,211.12451,831.60925,214.47784,791.2221,219.23041,830.9446,232.77072,766.8175,250.81618,829.7175,267.8117,776.99176,274.26215,822.62427,280.02658,767.9656,259.80078,785.4793,265.71573,805.29004,304.0865,790.25867,311.6818,790.5236,353.28677,740.6083,355.60916
167,843.5737,223.04988,840.6355,217.23235,842.5022,218.90492,821.35565,211.72784,834.95746,216.73572,790.1108,218.89215,833.30426,235.55101,763.7372,247.12112,833.7374,270.6935,774.9028,269.36462,827.4171,279.18777,761.6992,263.10287,781.198,270.10123,807.31226,300.89624,793.56024,308.49106,791.0989,352.58456,741.53705,354.9687
168,841.7165,223.36925,838.9122,217.70834,841.0874,219.90556,821.9255,212.1335,836.9317,218.10909,790.39453,218.6943,832.05286,236.57533,760.9432,241.63538,837.587,269.53085,771.84564,265.26065,844.45544,272.3135,765.7477,269.98932,786.04175,277.16333,798.3933,309.35913,792.71045,312.70398,786.7034,354.0189,744.7912,355.02008
171,774.5494,219.37279,771.77545,217.29518,776.8903,216.92964,764.1141,217.67723,781.9268,216.86052,759.32715,231.30702,788.405,231.71727,756.23456,254.16368,796.4257,259.51596,769.4984,259.96866,793.06213,267.36624,762.758,283.15787,782.34753,283.22095,771.7249,320.18854,781.71466,318.48892,760.01746,356.6993,758.9879,355.03763
172,774.4699,218.12016,772.15643,216.05504,776.682,215.87863,765.3411,217.0653,782.5438,216.63618,759.7017,231.1301,788.14044,232.06514,756.4303,253.91017,795.6378,259.5801,768.7075,263.36353,792.61127,270.03424,762.0548,281.32944,781.3873,281.67548,769.5603,319.8724,779.31433,318.6827,756.0724,356.67245,755.49414,355.38144
173,775.4171,218.32658,773.16345,216.22687,777.5055,216.1272,766.34265,217.22903,783.1626,217.06602,760.16064,231.16273,788.3648,232.81715,757.44977,253.85956,795.53754,260.38568,770.1617,263.28107,792.5032,270.6085,762.51776,281.42822,781.08154,282.1541,770.94745,319.66077,778.2837,318.4134,758.92377,356.588,754.4754,355.33228
174,775.375,216.80208,773.0937,214.77214,777.3905,214.64542,766.09894,216.32748,783.0268,216.11078,759.8729,231.22087,788.75946,232.76163,758.0604,253.6853,797.5739,259.62573,770.2636,262.2129,794.33875,268.56345,763.3075,282.6935,782.2286,283.44553,771.43384,319.8545,780.4659,318.29227,760.28406,356.09552,759.03845,355.13644
175,777.73004,217.31538,774.87573,215.33116,779.88306,215.14362,766.3553,216.75171,784.39703,216.4794,760.3964,231.13391,788.94653,233.03682,757.5301,252.58705,798.1507,259.95587,769.711,260.47366,795.3044,267.7012,763.23895,282.87943,781.8998,283.69092,771.98254,320.1215,779.29333,318.6961,760.49286,356.17917,756.30597,355.1876
176,774.9073,217.356,772.32275,215.51347,777.0186,215.09743,764.4686,217.03503,781.9608,216.2743,759.4178,231.34248,788.14514,232.6773,758.9008,253.15776,798.3578,259.73572,771.854,260.71768,795.87976,268.49298,763.5755,282.1262,781.6647,282.75095,773.9151,320.12036,776.6886,318.82117,764.95013,356.412,751.7451,355.4862
177,770.524,212.9804,769.4222,210.88951,772.95374,210.2809,765.4707,213.12204,781.5592,211.41779,760.5878,230.1568,790.4415,229.01936,762.66595,254.82538,805.6617,253.40306,775.49994,261.86798,803.3467,259.44754,765.4946,284.45633,785.1124,284.01923,769.4518,320.6944,782.384,317.9468,756.1786,356.77475,764.59564,356.0471
178,777.5579,213.97057,775.7854,211.90771,779.23834,211.39328,768.1374,214.01593,784.4894,212.72731,761.0831,230.98553,792.2121,229.37103,760.79956,253.55835,812.3535,244.59299,777.9351,255.79675,816.6791,239.28818,764.8762,284.44504,784.3399,284.28372,769.44653,319.6635,781.28296,317.16483,756.122,356.44516,762.69385,355.95886
179,778.36145,215.40622,776.3033,213.2515,780.4133,212.93045,769.0274,214.72563,786.48083,214.00856,762.7973,229.77618,792.2467,230.83446,760.0423,252.23318,802.05115,255.119,773.35803,260.23428,798.7255,260.4366,765.1483,282.88077,784.3344,283.11688,769.39777,320.82123,781.76636,318.13757,755.2746,357.2043,762.3676,356.03226
192,841.5615,221.31364,838.4511,215.53926,840.9165,217.10538,819.7358,209.82158,833.10144,214.59065,792.3024,216.14279,827.6958,233.42451,767.89594,241.86963,824.36945,273.5916,779.4591,266.48785,826.10724,297.20477,770.2602,257.96545,785.0654,264.6881,806.2281,301.0401,789.62024,305.48434,796.3666,350.65115,743.23834,351.6736
193,844.75525,222.14235,843.85236,217.73038,844.2639,217.3593,835.7058,214.64038,836.21204,214.73451,828.47644,219.80284,811.6683,229.55301,831.9815,247.5611,793.23706,279.98715,840.3997,263.59985,795.69995,310.08206,794.281,236.53894,777.0656,241.3336,825.3502,283.56967,784.9736,293.6199,813.43915,347.67477,744.5295,348.36237
194,839.9208,226.8429,837.068,223.61572,841.2271,222.5953,823.1981,220.02046,836.176,218.56717,806.8365,222.3959,827.6878,214.52766,809.724,248.3639,834.2649,216.74304,833.3846,253.31409,849.93164,220.35312,777.47485,226.57817,785.08295,224.89473,815.4482,286.5291,800.11926,287.17822,800.8943,347.6223,748.99615,347.77997
195,842.2515,221.3002,839.7394,217.46466,843.20374,216.89262,827.04663,212.81018,837.12537,212.77061,815.5426,214.54498,824.8066,218.59608,827.66595,239.05447,834.49554,244.01721,846.17194,243.37576,849.97906,251.19577,780.62054,227.65277,776.3511,232.40663,829.2438,268.1972,794.1172,290.7483,812.1417,338.5911,749.64215,349.35745
196,837.4949,224.79962,835.12305,222.90211,839.05273,221.99217,828.0453,218.79903,835.19116,217.22775,816.8325,216.54036,825.49207,206.12224,827.3419,222.59369,829.20764,203.97118,847.84644,225.12955,846.61346,220.23914,785.1013,223.8272,779.7743,222.23824,829.97296,273.55707,800.00604,287.33536,807.22174,338.0202,753.8979,346.6185
197,843.1706,223.26945,841.73663,220.9783,844.60596,219.40686,834.6573,216.3127,838.9375,212.72507,827.15955,219.72331,823.8805,203.81395,829.1789,253.32593,832.1624,205.71123,839.8093,284.62772,852.9753,223.11972,789.60187,230.64442,777.75446,225.79141,818.5065,279.33734,797.0902,288.69003,792.49554,343.29208,756.5422,348.78287
198,854.0,194.1543,852.08673,192.78252,854.0,190.9831,845.303,193.01373,852.1802,189.33348,834.2961,207.10017,835.8486,186.20374,831.58496,244.1212,824.0823,194.62294,844.60504,276.40894,841.34375,222.93066,783.814,228.37956,776.8062,221.08505,819.15875,275.44403,804.04803,280.42136,794.57416,340.45273,761.6623,346.99692
199,854.0,188.88925,854.0,186.92781,854.0,185.6624,851.3385,185.9397,854.0,183.46638,838.87054,200.11609,840.3266,182.64651,832.6854,244.23337,821.17255,195.1972,838.4769,278.91605,840.0037,227.09253,781.8871,228.40082,775.98413,221.3665,811.1242,284.16434,805.04865,286.11075,790.9532,349.95273,766.7706,350.72937
200,854.0,188.9832,853.03046,186.49416,854.0,185.33794,847.7804,183.34192,854.0,181.14784,836.1148,191.2573,839.2403,176.68456,835.5541,219.03468,820.35736,190.0065,845.6675,233.45284,837.86365,222.3553,783.37683,225.84755,782.3911,219.34288,804.96075,289.53848,805.5506,289.37982,784.62805,352.75198,773.6031,351.19873
201,854.0,165.40176,854.0,161.75867,854.0,161.98119,846.8266,161.35966,854.0,162.95564,828.5002,176.84317,844.6476,174.43364,827.1275,215.61298,828.7689,198.82758,843.21124,249.5295,841.04376,237.98926,777.63416,223.09387,786.8516,221.95213,805.50385,285.54755,812.14246,287.6575,782.6911,348.53714,779.4958,348.62607
202,854.0,155.46165,854.0,151.83153,854.0,152.3572,851.44617,152.58992,854.0,154.89154,835.7134,168.52676,845.6786,168.21732,833.9027,203.02238,825.8376,195.7629,844.0397,229.32024,841.27295,231.54901,778.77264,223.50307,785.5441,222.41747,802.88934,288.09436,809.7906,290.38544,784.0734,348.90082,783.3687,349.2619
203,854.0,151.99615,854.0,148.05194,854.0,148.91261,852.9268,147.89557,854.0,151.16632,836.8986,163.57564,847.0974,166.40808,833.45984,200.85661,829.58246,199.15651,844.222,232.39209,842.65027,238.76593,780.4596,222.3691,786.1597,222.5626,804.56244,285.8558,809.55035,289.80887,791.2634,351.8671,787.66565,353.14044
204,854.0,155.89534,854.0,151.66986,854.0,152.78505,852.39087,146.95425,854.0,150.7353,834.95355,157.74507,846.7048,160.18048,830.9258,196.4645,829.49994,194.1157,841.68365,223.50075,842.13885,228.95422,780.1597,222.13571,788.29395,222.38202,807.7431,289.7048,816.97797,293.12128,793.40796,356.2443,789.7355,356.77054
205,854.0,147.7675,854.0,143.16566,854.0,144.53484,850.0341,139.52759,854.0,144.04839,830.0546,153.12605,846.06836,159.04683,827.038,198.8365,834.5053,203.0861,846.70984,224.67274,849.1594,233.06137,779.5294,222.55339,790.7619,224.99991,810.50116,289.4813,822.5256,295.28943,794.5613,354.09772,791.1913,357.05222
206,854.0,140.5366,854.0,135.49492,854.0,136.00845,846.9093,131.8656,854.0,134.72157,835.0312,149.19263,848.05884,154.20064,832.5982,198.08139,840.434,205.12613,844.7134,228.59883,847.122,234.98676,788.3624,225.06262,797.86,226.64687,812.44257,290.06372,823.8764,294.98752,795.051,352.43,794.46136,356.58215
207,854.0,137.3706,854.0,132.09596,854.0,132.67409,845.2444,127.93242,854.0,130.80554,833.05835,145.31825,846.9768,151.3346,831.2829,195.21455,841.24805,204.52036,845.1137,224.84135,848.12213,231.17636,790.0334,224.44244,799.55426,226.65169,816.05365,287.14825,825.0404,293.21402,795.5828,350.98355,793.64325,356.36768
208,854.0,137.54979,854.0,132.11105,854.0,132.88574,841.59155,126.89352,854.0,130.24214,829.16846,142.44138,844.9034,150.20331,829.1701,190.56914,842.276,203.93645,843.99976,218.9858,848.48816,227.64967,790.5078,223.9237,801.2198,226.87643,818.5592,284.54764,826.1273,291.3519,795.2481,349.56082,793.01636,357.38242
209,854.0,129.9128,853.04785,124.10881,854.0,125.01497,839.97736,120.09626,850.6535,123.620186,829.4447,138.94057,843.38477,148.2708,831.12695,184.82738,841.5592,202.37012,843.828,211.15155,848.8866,224.15674,794.50964,223.32964,803.76404,226.30972,821.0485,285.4307,826.66705,290.47247,793.8456,349.21085,793.4207,357.36273
210,853.86163,130.19601,852.9936,124.67246,852.70123,125.47704,841.5504,120.492004,848.2771,123.65224,827.9726,137.04373,843.8025,145.581,825.2631,183.4047,841.08923,199.02812,840.2012,210.3071,847.9346,222.89658,796.67084,222.48924,806.9889,225.27036,822.7027,287.42743,828.20593,292.33206,794.0708,349.88968,793.2813,358.31476
211,854.0,125.05101,854.0,119.10597,852.85516,120.21428,840.55347,115.397316,847.333,119.172745,828.94904,133.93738,843.2857,143.39447,830.31586,178.30627,841.7879,194.35251,845.80975,206.03761,848.0636,223.33226,797.56287,220.78839,809.8582,223.49487,822.3209,286.57037,830.1701,290.07498,791.9125,349.7969,795.0637,356.14374
212,854.0,121.16826,853.2285,115.33137,852.5159,116.122025,841.1449,112.44661,846.971,115.34517,829.32996,133.46524,841.7952,140.54959,828.9612,180.40404,840.43085,195.80165,841.2308,208.90382,847.64355,230.78566,804.21515,220.77782,813.1242,223.33992,825.66833,286.8908,829.5982,290.79837,794.40594,351.85028,795.0587,358.85583
213,849.9544,119.96301,849.9576,114.0382,848.9393,114.68022,843.4769,109.98077,848.3525,112.34269,829.9786,131.02762,845.552,135.55672,826.79333,180.1695,841.5576,189.95241,841.3715,212.32086,847.3349,225.47589,805.8467,219.9248,817.16077,221.7405,829.05225,285.64,834.3156,288.85577,801.11566,352.818,798.4586,355.75925
214,847.4648,119.7294,849.2762,114.030914,845.71826,114.32116,847.6349,110.395226,845.3674,111.7771,834.27594,132.00702,844.1112,134.40472,827.463,182.41556,840.74896,186.92538,842.1948,215.06256,847.8348,221.63905,811.4102,220.35672,818.18933,221.25563,826.2359,289.1772,829.6993,291.6193,800.7991,353.9823,793.798,357.3991
215,851.21124,119.40971,852.0139,113.43055,849.5719,113.966515,844.928,108.72006,847.68646,110.71452,831.30286,129.04527,844.88043,133.5073,823.6172,178.16698,840.82715,185.18971,841.5206,212.24501,847.0826,222.08476,810.631,218.68233,821.704,219.99828,823.6385,288.6673,829.42395,290.4396,798.77893,352.9181,795.69525,355.90607
216,854.0,121.33745,854.0,115.73038,854.0,116.12062,848.5296,111.574936,852.42596,113.12897,834.12585,129.11882,846.5294,133.96843,820.0991,166.39066,840.00336,176.97963,831.31683,197.94633,843.97217,218.70015,814.0308,216.07086,824.3706,217.45229,820.0249,286.48434,824.4259,288.37076,790.58765,351.67746,788.99817,355.67584
217,854.0,109.29011,853.8719,104.23781,854.0,104.31109,847.58606,103.91883,854.0,104.79007,838.1986,129.38712,848.57886,132.01405,828.90985,169.5491,841.63464,177.22893,837.1989,200.1814,844.2689,217.19952,820.4657,217.28229,829.41455,218.60808,824.8075,288.5252,828.17377,290.81085,791.1174,353.3211,790.2151,357.54083
218,854.0,112.097374,854.0,107.22669,854.0,107.382034,849.0577,106.94198,854.0,107.88966,838.49713,132.3566,850.39465,134.56491,829.0647,176.28671,843.5677,183.44865,840.7519,210.06978,845.3347,223.86668,822.5075,220.20172,833.2034,221.53621,823.40137,292.26962,828.1139,295.23212,791.901,355.44443,793.0975,358.47092
219,854.0,119.301674,854.0,114.56261,854.0,114.951454,851.4031,112.420334,854.0,113.89442,841.0221,134.14621,853.8961,135.8214,826.8694,176.32951,842.5356,182.48212,839.6186,206.61314,845.7593,218.23036,824.41907,220.13101,836.58716,221.23967,824.5971,292.51483,831.743,295.64426,791.0184,355.86432,795.47906,358.23233
220,851.50195,133.88382,849.60333,128.78865,853.28265,129.1067,846.9189,126.67361,854.0,127.92209,845.31854,145.56422,851.53064,143.1833,838.6652,183.47308,846.6102,178.69507,840.9894,212.25467,842.86487,210.90022,831.29364,227.08449,838.53424,225.69891,823.64557,297.09396,828.533,297.08997,793.2284,355.75522,794.91644,354.9323
221,850.5366,135.80879,849.5976,130.6151,852.2673,131.53894,850.1876,128.68387,854.0,131.16731,846.30194,148.90215,854.0,149.1455,831.78827,183.08582,841.1763,179.06094,810.1229,211.7036,814.3026,208.54132,833.69293,225.00137,842.1924,224.57072,826.72345,296.6563,833.95404,297.06223,798.2107,358.20224,801.9799,357.71408
222,850.93536,133.29697,850.64496,127.890724,852.2653,128.82909,854.0,126.37949,854.0,128.8484,854.0,147.0498,853.7373,144.95653,840.2478,178.43034,837.9821,173.98071,814.47906,207.91771,806.3917,203.95801,842.9412,217.92871,842.8551,215.92355,831.6906,290.59845,832.4063,287.57782,803.4706,360.2761,800.0735,356.98065
223,849.4088,152.11134,848.9741,147.22717,850.676,148.09499,850.7354,147.80359,854.0,149.93936,848.9086,164.26038,851.3368,163.09004,832.1514,178.12843,832.2835,174.74994,808.18146,202.8217,805.08966,199.9036,843.4499,219.98653,845.5249,218.10384,834.6739,282.3932,835.1384,276.72955,811.79535,351.11157,808.84576,348.0383
224,850.1026,147.83475,849.2647,142.6721,851.24786,144.19545,853.7917,142.46251,854.0,146.35455,854.0,158.76875,854.0,158.72964,840.31177,172.73175,842.15686,171.48558,806.68475,199.19286,808.6609,197.31111,849.70264,213.65376,850.0889,212.36331,838.8911,269.51382,838.39594,266.3897,812.10315,350.0259,810.787,347.1454
225,851.576,154.0738,850.6563,149.84222,853.2892,151.12029,854.0,150.16273,854.0,153.47285,854.0,165.28137,854.0,164.19601,845.32666,178.82832,844.7668,175.52917,815.8162,201.03012,816.7137,198.59457,850.8879,217.17201,849.04596,215.40312,837.8373,280.52386,836.6205,276.61215,808.3233,354.64,808.11945,351.66003
226,844.5468,192.5118,846.3986,188.0189,845.2595,188.00935,851.3855,187.9075,850.66156,187.48207,851.922,206.33635,850.1594,200.18224,844.9504,228.79314,840.1479,196.26814,838.06836,251.83691,832.18823,200.81926,847.0457,256.9611,844.8217,253.9779,830.8907,306.90897,830.01117,302.74466,803.08777,352.97348,802.7667,352.36328
227,854.0,197.7987,853.922,193.98436,854.0,194.6917,854.0,191.93204,854.0,193.82657,854.0,201.11833,853.3966,201.0473,848.20526,222.4485,844.6686,218.02301,842.89044,245.162,840.6709,240.89185,850.2451,248.82292,846.41516,247.59685,835.60486,305.195,832.9805,302.32693,805.1669,350.26498,803.69403,348.67245
228,852.08594,209.95447,852.785,206.20683,852.257,206.72728,854.0,204.77658,854.0,206.16748,854.0,215.68547,853.1244,215.82309,851.0315,235.0448,847.06177,229.76518,847.53796,248.8236,843.4924,247.19159,849.55115,264.7877,846.3837,263.097,837.0067,311.55707,834.1285,305.61353,809.4853,343.4508,807.95013,339.9026
243,854.0,104.89962,854.0,100.836365,854.0,100.7993,853.7193,99.17768,854.0,99.73046,850.6386,120.22308,849.9155,120.25904,835.8501,160.76054,836.29803,158.73141,849.6434,185.77472,851.08563,184.5762,851.92896,208.32747,852.32825,209.41917,849.9328,281.9153,850.97424,281.44467,850.13605,355.19418,849.39233,354.6226
244,854.0,104.33737,854.0,100.31621,854.0,100.26286,853.71716,99.093346,854.0,99.60119,850.10156,121.58775,848.1157,121.806984,834.25183,164.05225,833.5235,162.04945,848.6546,188.29997,851.8815,186.81595,852.6375,211.52615,851.8394,212.92786,852.883,285.47702,852.8637,285.43658,852.85297,355.71347,851.2937,355.4687
245,854.0,102.90209,854.0,98.71142,854.0,98.71903,854.0,98.73137,854.0,99.13982,847.6106,121.75005,846.79614,122.32205,824.76843,160.7231,824.748,159.88098,842.4214,183.27827,845.8632,184.52216,852.8228,213.9487,852.07745,215.75166,852.5235,287.21204,852.8172,286.8116,853.3474,356.55063,851.7944,356.07626
246,819.411,177.30344,820.49756,172.56316,821.65814,170.54263,830.3375,168.11755,833.4204,163.56839,838.8379,183.058,840.1472,178.10081,832.70135,191.8387,839.2038,181.6169,841.1055,191.00781,838.4119,180.8565,850.3528,242.89952,851.509,241.2375,848.9385,300.69205,849.2709,298.9419,850.2198,360.48413,848.8167,359.28998
247,853.641,110.59046,854.0,106.36397,853.9408,106.075516,854.0,107.828064,853.6023,107.30652,842.4257,129.0849,840.1393,128.4741,808.77893,164.73112,802.7419,160.8769,832.66583,194.25192,824.20013,191.9156,850.446,217.86104,846.80194,219.94786,849.48535,290.2997,848.64575,290.27145,851.79584,362.03778,849.1582,361.5522
248,851.2825,104.66321,852.9955,100.265205,850.22656,99.43558,851.05133,102.727776,847.2297,100.7658,837.25104,128.33224,831.2975,127.32912,803.6958,162.97495,792.35046,156.8357,825.19366,191.43538,813.10864,187.30238,848.88055,215.16832,842.8625,217.65158,848.5564,286.56717,846.80566,285.73508,852.04285,359.4252,848.7087,359.62076
249,849.439,102.05715,852.5101,97.96487,847.3208,97.0052,853.75745,100.85423,842.3509,98.5401,851.3716,128.78459,822.1573,125.703094,834.6927,169.77632,788.6858,155.9748,840.99066,198.4787,806.96387,184.70486,854.0,215.61504,837.60815,217.07744,852.14935,286.20117,844.4617,286.54007,854.0,356.10068,849.8949,355.6121
250,844.2864,103.31155,846.62103,99.18567,843.68054,98.23342,848.41785,101.4733,841.8383,98.95912,849.90076,129.18303,818.0356,125.14593,837.2826,170.66124,783.0143,156.08324,840.99817,197.6181,802.19226,184.16557,854.0,215.3041,834.3187,216.60562,849.3017,283.81918,840.7783,284.61893,853.35126,354.95602,849.0983,354.39178
251,846.95953,101.59406,848.5571,97.37912,846.45874,96.52364,847.0965,100.80791,843.63385,98.43852,844.7769,131.77946,817.57086,128.41617,828.1336,172.48592,782.6305,159.68576,835.6721,196.05464,802.60913,186.3499,853.7636,223.87224,834.8057,225.8322,849.88605,291.16714,843.12384,291.95923,854.0,357.31378,850.3142,356.68414
252,846.8928,97.64982,849.59393,93.60031,845.1265,92.76384,850.5093,99.05896,840.43646,96.8804,850.8655,133.74791,817.29443,131.29102,839.6171,177.51982,788.7178,166.70845,840.4431,200.4948,805.463,192.41042,854.0,224.73584,835.21844,226.37749,851.66455,292.46292,844.7667,293.84998,854.0,358.0516,853.23364,357.34293
253,847.0474,106.844185,851.14624,102.830795,843.9286,101.17526,853.7235,105.97724,835.3269,101.89811,854.0,135.26227,813.13525,131.3615,846.9304,179.70741,786.1863,168.18954,836.2022,204.96371,803.8008,196.6746,854.0,224.10449,831.206,224.74965,851.23267,289.40964,842.62933,290.2384,854.0,354.42667,853.00714,354.11462
254,837.3831,106.710236,843.38586,101.98274,832.44977,100.88975,851.2981,105.255875,824.1495,102.674065,854.0,133.55075,806.36127,131.26778,849.3626,177.11194,781.06683,168.56871,836.9203,205.51248,794.43585,198.2321,854.0,223.18117,824.91833,223.89726,849.81537,289.08032,838.491,289.60736,850.857,355.9369,848.54034,355.71072
255,829.8387,105.527435,836.29755,100.10704,824.6708,99.95462,847.59546,102.48759,818.5917,102.173096,854.0,133.76399,803.2404,133.0499,854.0,178.89189,779.7432,170.68217,841.50146,209.42242,790.83936,201.21591,854.0,224.03787,823.4227,224.99358,848.71747,284.70715,838.2036,285.16013,849.2924,355.27072,847.7546,354.7164
256,829.18353,113.23978,834.96454,107.52186,823.3119,107.56867,843.85205,107.130516,815.054,107.14242,854.0,136.21085,800.062,135.06557,854.0,180.33139,776.9484,171.53082,843.90173,212.39705,786.22345,203.98839,854.0,226.87437,822.0847,227.20483,845.87317,290.04382,838.2738,288.70297,838.4598,361.31845,841.5148,360.88312
257,821.8841,112.79855,827.9635,107.06472,816.1518,106.96113,837.9214,106.88782,808.62494,106.64757,851.2858,132.68497,793.4314,134.12221,854.0,172.48387,770.96027,169.84766,845.9387,208.99371,781.2034,203.78877,852.94904,223.47774,817.65,224.96521,845.51105,280.65576,831.99866,280.41214,833.3712,356.41452,827.642,356.98352
258,816.56616,113.50301,822.5961,107.19338,810.05457,107.601944,832.69244,105.297066,801.3283,106.34062,849.6035,131.4781,787.709,135.06267,854.0,177.9032,765.4676,174.99379,846.3266,223.72343,781.05,211.39334,851.4961,227.68103,814.721,229.71605,840.0668,290.63013,823.60016,292.36432,828.9534,362.52463,820.5561,363.35876
259,810.9781,116.64084,816.8397,110.60246,805.3301,110.651985,827.9798,107.6297,796.79205,108.18283,848.74054,132.68875,784.0156,134.75078,853.8614,180.64671,764.90436,175.64821,839.1241,231.28705,782.69763,221.00607,842.1398,226.76553,803.08325,226.80556,837.2402,289.57242,820.25543,290.53796,828.72705,367.58383,819.228,367.14102
260,807.3628,111.32829,812.5986,105.05451,800.787,105.839005,821.01373,103.82971,790.2951,106.10005,839.5839,131.53851,778.87775,134.10356,850.27014,180.50073,761.6747,175.04858,834.45245,230.13712,769.72266,218.2093,826.5637,225.57759,789.0256,226.04292,834.3808,289.2874,806.2884,290.44086,828.02026,361.19022,814.365,360.59058
261,800.4919,112.790665,805.4257,106.572716,795.11206,107.453125,815.73596,104.13284,787.37964,106.98252,840.0052,129.9382,775.2478,133.34169,853.81384,167.54091,760.27905,171.50162,838.5656,187.13681,763.1006,210.77171,827.3018,223.69455,789.5905,223.57997,811.98004,290.52905,809.63635,288.9355,810.54333,377.48914,840.0487,347.9115
262,795.4194,105.021866,800.80914,99.55328,789.81696,99.87258,810.347,101.0903,781.48505,102.54181,833.2808,128.94495,771.2009,133.4228,851.0845,164.70192,759.79095,171.41496,833.6441,174.48528,761.3648,208.45651,824.713,224.2334,787.84784,225.21652,810.2273,293.77026,802.5839,296.4258,811.0257,377.3566,821.14594,360.91003
263,785.0333,109.886444,790.0186,103.98335,779.5719,105.166214,802.3231,102.20503,774.1658,105.8029,827.3828,128.28244,767.51776,132.34964,849.261,165.83159,759.0263,172.14445,829.0033,188.5758,763.4075,211.39537,822.4947,223.61032,787.4464,224.72852,810.9367,295.46054,803.42596,297.82025,811.52814,375.471,818.7547,363.51498
264,490.9572,175.00922,496.0335,169.58582,487.06876,169.90063,507.50955,170.41103,482.2344,171.53815,522.4229,194.15004,468.3817,202.0614,532.7617,233.54953,475.5048,252.4754,520.6696,275.53156,497.28653,289.1433,517.9186,272.89645,479.11887,276.48288,534.2356,328.50317,462.8788,332.88855,547.18414,391.5515,451.60303,392.44174
265,490.41364,175.47678,495.6953,170.05345,486.56653,170.23697,507.65762,170.77078,481.89764,171.58441,522.6386,194.49629,468.0184,202.16982,532.5444,234.03139,475.65778,252.62904,520.29816,275.7945,497.6705,289.33023,518.0856,273.10977,479.13116,276.58887,534.264,328.78354,463.12964,332.82242,547.20575,391.577,452.0613,392.14633
266,497.27756,174.90274,500.56024,169.61406,493.50354,170.07138,507.0578,170.02415,485.98816,171.40916,522.40295,194.22133,468.053,202.33772,536.1525,230.7835,474.33286,251.11685,525.87445,270.4657,496.82404,284.68326,517.6848,272.061,478.56915,275.85605,533.7616,326.26883,463.41446,331.6226,547.55804,390.18164,450.82086,389.4635
267,498.72583,174.27916,502.17535,168.98369,494.41498,169.41544,508.13028,169.35507,485.37558,170.69312,522.1344,192.76126,466.80893,201.77164,538.4422,227.50223,472.6856,249.38112,529.8004,266.67645,496.47452,281.49835,516.17566,268.15765,477.13248,272.03824,533.9122,323.08286,466.0363,325.8842,547.86346,390.27933,451.23407,390.54578
268,512.9137,172.0534,514.67847,166.55426,506.1615,167.0065,514.3957,168.8889,487.63443,170.11797,522.0337,194.04167,466.8867,200.40582,538.87195,228.08095,467.51202,245.22177,528.3352,270.77438,487.24417,276.53107,514.20483,262.5537,475.19366,264.99255,533.799,318.65225,467.60382,315.57626,547.76953,389.9548,451.1503,388.417
269,514.5001,171.0506,515.9678,165.51631,507.89035,166.21387,515.19507,167.4498,488.8336,169.15138,523.22205,193.14038,466.543,200.6237,541.78845,224.10698,464.55887,245.79678,533.9532,260.2043,485.75098,273.88297,515.1656,265.8203,475.61273,268.98706,534.4874,322.50302,467.36038,321.8379,548.2824,390.46237,451.0513,389.77365
