frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
72,576.6453,100.69305,575.288,95.81493,574.2262,95.48712,553.5664,98.543175,564.7872,98.66088,536.89246,129.04156,557.5975,129.36641,538.16864,179.28378,556.1662,183.2665,557.8862,211.65002,564.57245,223.77904,529.03784,230.89607,550.7676,231.62642,535.3267,310.88434,568.1284,310.88892,528.48,392.23425,537.3169,392.191
74,584.0993,104.28649,583.444,98.30912,582.32587,98.39766,562.4007,98.70752,573.2837,99.668465,539.4375,129.20839,566.0436,129.39742,523.8842,183.36583,556.89813,175.59937,512.46234,221.02412,560.26733,223.1581,529.3401,231.69029,556.5381,231.0051,534.88947,314.95413,589.4127,302.517,523.81067,399.57837,572.90625,396.16574
75,586.61505,102.91638,584.68933,97.02425,585.3961,97.36162,561.6609,97.45917,578.1173,99.22968,539.8457,127.87484,569.56354,129.07985,522.11505,178.87312,555.23096,172.4296,506.9228,218.75836,550.85333,217.97247,533.3402,234.76878,563.13055,233.92111,533.6097,319.2706,598.7441,304.53018,521.4609,402.4807,595.70123,397.38284
76,596.569,102.504555,593.9175,96.6365,595.32227,97.144966,570.1935,96.87927,588.2032,99.22932,549.84656,126.66079,581.83307,129.21231,530.04474,177.39809,567.11584,173.90767,509.58212,217.14769,551.94543,217.61444,545.5723,237.7033,577.05853,237.67134,539.0847,324.06744,607.34485,314.3724,526.37256,401.44495,621.83105,396.37393
77,602.11066,103.82398,599.7451,97.951836,600.4698,98.60716,576.69354,98.64394,593.1413,101.3579,554.9356,126.91091,586.474,131.01735,532.8164,173.92763,571.003,170.45825,509.00357,213.94621,554.049,213.25272,551.31586,238.75937,582.28235,239.1321,541.4901,323.87082,611.7724,312.40115,524.6078,400.52393,633.64764,391.85654
78,608.50824,106.25621,605.50195,100.40546,607.3958,101.03064,582.1247,100.54345,601.7444,103.10917,561.581,128.87878,595.6022,133.06168,536.5958,172.22118,576.4757,173.04558,514.616,211.72292,557.7515,214.90302,559.3756,237.6554,591.00134,238.60518,548.6056,319.76443,617.2901,312.7444,525.2726,398.36935,642.9868,389.43063
79,617.5588,107.73077,614.50385,102.23295,616.48157,102.552185,589.99615,102.82344,609.2093,104.258514,567.92505,131.79749,600.36426,132.29536,541.0822,173.17827,585.17755,173.03366,517.6326,209.58087,577.24774,215.62482,565.1532,241.92914,596.50226,241.98833,556.33276,320.39825,628.07904,312.83096,528.1579,395.89157,648.1749,388.66492
80,626.25024,106.81371,623.0501,101.47013,625.1584,101.89096,599.1038,102.07603,618.1252,103.801216,574.22504,132.02402,608.44275,133.94405,542.7662,174.68562,595.75635,179.2106,520.7629,208.40694,592.4785,220.24712,571.0573,239.50749,601.5863,240.63304,564.1363,319.40634,636.05695,315.28375,529.56085,393.94882,654.0183,395.13297
81,632.79614,107.19377,629.1264,101.67016,631.79645,102.20604,604.7147,101.46689,624.4043,103.5459,579.3782,130.73773,617.384,133.48112,547.4345,174.20352,606.8667,176.41733,526.61475,202.72966,604.20807,220.40726,578.4968,237.98021,609.32855,239.76299,573.0452,315.8045,639.95557,314.0042,535.06177,387.21887,652.8173,394.7089
82,639.4777,104.240524,636.8412,98.51917,638.32837,98.87102,614.4454,98.893234,630.98975,100.64147,590.9189,126.895294,624.28143,133.15384,559.66016,164.07822,618.216,177.65834,535.32367,196.86897,622.05347,228.81995,589.7752,237.4924,617.242,239.92188,587.7196,314.1351,647.02106,311.34216,542.04565,380.55286,652.402,394.14822
83,647.8399,105.08829,644.8023,99.494514,646.58685,99.72927,621.7449,99.41819,637.80334,100.89599,598.9906,127.443954,634.2956,135.297,565.4877,163.57205,630.93854,187.36562,539.8718,197.14615,640.7195,233.50276,598.52045,235.09238,625.2274,237.37627,600.2305,315.14072,649.86456,311.78262,549.4257,376.15738,653.19055,395.00034
84,654.86646,103.90802,651.23175,98.417114,653.9388,98.66944,627.56915,98.04444,646.23553,99.92992,603.734,125.81061,644.52277,135.39957,571.7119,165.09192,647.2395,188.09052,545.41,198.0948,654.1292,236.05074,602.92206,233.37186,630.28394,236.33,614.907,312.83975,654.64026,308.31326,561.31354,366.4887,656.3929,393.73428
85,660.678,103.19582,656.39716,97.52892,660.272,97.80843,631.7418,96.42973,653.79456,98.625496,607.809,125.092636,652.6047,134.81042,576.0405,163.97552,660.18945,192.93944,550.54443,197.82816,671.5605,239.19989,610.5287,232.12923,639.55896,236.37389,621.2663,309.29022,658.90234,312.77295,576.06573,366.2128,656.6985,394.59576
86,667.26196,104.58542,662.9461,98.88204,666.99854,99.253006,638.7132,97.073494,661.27216,99.63425,614.28375,123.738655,661.15234,133.92236,582.5166,163.16992,672.03107,191.01212,555.7699,195.68848,686.0071,241.2211,618.27094,228.16098,647.438,233.21144,633.2919,304.992,662.05707,310.32272,592.3956,363.059,657.20557,393.81717
87,672.33124,103.89061,668.5695,97.96439,671.8547,98.52363,644.5138,96.23713,666.9238,99.17952,619.65985,123.08408,667.66724,135.69579,587.74567,161.44504,682.4294,187.95592,557.30743,195.0001,703.0045,232.88913,622.7892,226.43532,653.0751,233.96811,641.7377,296.91776,662.88983,308.8133,609.6685,360.4281,655.7219,394.53516
88,677.435,103.22727,674.2762,96.40235,677.3427,97.28255,647.84235,94.29259,672.8587,97.749374,621.96594,122.158844,673.7051,134.50188,592.6456,163.13148,693.54156,187.304,562.31116,201.17746,712.58356,227.36688,621.1644,224.269,654.8862,230.78056,647.1247,294.8974,663.51166,310.31448,627.7153,365.01242,650.29944,392.92575
89,680.8229,103.98328,677.95905,96.80441,680.3898,97.50544,652.16425,95.21607,677.7045,98.12272,626.38477,122.10106,682.15344,132.87955,597.1462,163.82828,704.11847,187.40356,568.7636,198.85054,724.01294,225.30602,625.25616,226.37657,660.79333,229.90631,654.9863,304.39468,666.6108,306.24515,661.6549,389.29828,636.8929,371.9642
90,688.16547,103.8952,685.30304,97.40085,687.488,97.8896,660.53296,96.66492,684.11096,98.79046,634.12445,123.70173,687.14465,131.69757,602.6689,165.03627,714.0562,184.34462,577.7407,201.40643,734.7287,221.7184,633.7068,224.234,665.23566,228.62228,662.05206,300.7682,671.3333,309.50107,659.8988,383.14545,651.33984,392.28134
91,695.4179,104.09003,692.27765,97.51341,694.8131,98.21642,667.2423,96.51369,691.68085,99.08079,640.8707,123.44865,693.86115,130.82358,612.60284,166.32742,718.8991,180.27457,585.6254,205.13434,744.58026,212.46117,639.0649,223.52708,670.5683,228.47528,669.556,301.5453,675.143,312.02115,672.61804,382.72256,653.959,393.79498
92,700.07526,105.814804,697.1174,99.23138,699.4701,99.84405,672.7324,97.37919,696.6335,99.684975,645.74506,123.83824,700.92444,130.93889,618.70917,167.52933,726.1987,181.33809,596.03656,206.39108,752.0056,212.19681,644.8125,223.78856,677.8876,228.91988,675.90405,300.7333,679.7032,310.31528,680.6991,379.2993,656.44635,392.07788
93,706.30896,106.544785,703.36316,100.37936,705.66516,100.91885,679.5008,98.93069,702.64374,101.14146,650.82117,125.48708,705.9704,131.416,626.16125,172.1758,733.65454,180.79208,604.6452,210.75739,758.94696,211.55238,649.09424,224.73485,681.445,230.40845,685.7421,298.09808,683.49396,306.99503,704.19666,374.90082,658.38916,390.89108
94,712.2295,107.91856,708.50836,101.92747,712.2311,102.611984,681.99774,101.47509,708.56683,104.359604,654.34906,128.25826,712.8506,134.43102,635.3474,174.05836,742.0006,181.11636,613.6797,216.34018,764.97675,209.12213,648.2983,227.28848,684.0135,230.48914,686.3812,298.7301,684.83405,306.25125,717.73535,373.29678,658.16833,389.39734
95,713.9396,109.16575,709.7803,103.762886,714.01385,104.24245,683.6833,104.25721,711.3887,106.70012,660.2222,130.1469,719.122,134.84952,644.2758,176.25249,748.1925,181.06552,620.99426,217.13107,771.0746,210.40977,657.4398,227.26128,692.72626,229.79277,692.81006,303.49652,688.3517,308.36237,728.9973,373.33035,660.628,388.43048
96,716.9186,109.52774,713.28296,104.027115,717.037,104.08831,690.0924,104.75525,716.96423,105.93966,667.11554,134.05757,725.88245,134.69257,648.09784,181.92519,753.48615,181.64789,628.2706,222.91794,773.25964,213.0023,669.68317,227.7077,703.0674,229.77505,703.9497,299.8922,696.6355,307.40552,735.4027,372.76837,664.2511,387.49127
97,725.8247,110.141525,721.4433,104.51986,726.0049,104.43866,695.5889,105.04734,723.38495,105.956406,673.34576,133.99513,732.63776,135.49242,655.6906,182.4935,756.87213,182.61212,638.1861,223.87013,774.9546,211.98572,675.0373,230.24525,709.7548,232.45062,705.74615,303.07855,697.08325,308.84326,739.11926,376.97092,667.39435,381.51666
98,725.7493,108.85898,721.7626,103.02321,726.7596,103.349335,700.2344,102.407646,728.749,104.08235,680.09906,134.14854,740.57306,138.28568,659.9907,183.05911,746.09625,187.66103,645.07043,225.4904,731.3836,223.7432,686.14557,230.56033,729.44507,231.86955,677.96295,298.735,724.1139,298.72388,677.778,343.32764,721.0102,342.98267
100,739.9565,108.36273,736.1582,102.99459,739.9169,102.76966,711.93787,102.72159,736.49634,102.60193,692.0619,131.23785,745.76,129.62488,681.09784,173.68782,764.16296,171.98024,688.53094,208.23048,777.2374,207.42609,701.3988,211.02328,744.8871,209.46574,703.4621,237.52216,774.017,229.41734,707.8741,281.61935,767.78394,276.17477
101,745.81964,106.9133,742.6562,100.69678,745.3341,100.59564,716.72644,101.06223,739.9896,101.16377,696.0937,131.46805,749.8628,129.683,678.3747,176.60733,771.236,177.57698,670.70386,213.80658,779.2965,211.95007,699.92426,227.60873,734.5578,227.56831,734.9048,298.86273,745.70483,306.01175,738.7579,369.3666,712.3514,357.91003
102,747.42365,103.99527,744.2559,98.15002,747.53595,98.094086,720.31396,98.91552,746.48413,99.51005,700.0013,128.81714,755.0759,129.62367,682.8193,174.27621,773.6926,176.04959,673.53705,216.62144,780.98615,209.37128,701.7111,224.49876,739.1473,226.0232,730.4741,296.32953,760.7895,306.60535,729.427,359.64468,729.69904,360.48584
103,753.43207,101.87726,749.61646,96.53239,753.53485,96.00855,723.4057,98.045654,750.53577,97.71142,705.14966,127.58198,759.9315,127.24911,685.85345,172.6997,776.05383,175.20123,677.6918,214.67882,781.6052,211.61427,707.05554,225.86618,744.5485,226.15419,734.2945,292.27722,772.4532,298.689,733.6027,358.83115,739.1101,355.73145
104,756.34705,100.69235,752.6864,95.413864,756.4194,95.088104,727.54926,96.14932,754.161,96.17953,708.22156,123.80691,761.6634,123.94376,686.336,170.13614,777.8159,169.9673,683.4287,213.16064,780.3049,207.4355,713.477,223.11844,749.8506,222.83736,733.1411,291.74402,775.4373,291.9849,739.1111,363.05487,747.95654,353.60254
105,761.23047,103.12976,757.5015,97.69552,761.2609,97.357285,731.3154,97.233574,757.5315,97.018234,710.7225,124.45973,764.6509,123.57655,689.60706,171.39317,778.3943,172.58246,692.1081,213.94087,776.90906,208.54791,719.6352,224.39037,757.07806,224.30324,736.169,291.45703,779.22925,294.2633,741.62915,365.59702,757.1116,363.54715
106,764.6833,103.71364,761.237,98.31397,764.3859,98.37591,736.81635,97.38773,761.2623,98.248055,714.7466,122.61939,768.31323,124.144615,692.03253,167.67723,779.57,171.56514,695.0417,211.54048,775.27026,207.8525,722.74286,222.6507,759.87573,221.91745,737.1099,292.5093,784.7724,285.7293,742.05707,372.89755,772.01404,360.77383
107,768.9157,104.05751,765.03845,98.78425,768.45154,98.753716,740.0099,98.205956,764.8262,99.148445,718.4824,123.27036,773.10266,125.076965,695.7568,168.4222,778.434,173.1404,703.10333,209.47841,766.5547,207.45262,724.48376,223.53874,762.6967,222.63971,739.1678,292.7732,787.3358,285.2794,744.0336,374.6722,782.28827,363.5207
108,774.37976,101.71248,770.0242,96.74893,773.6355,96.81504,744.8608,97.44002,769.81134,98.98735,722.22064,123.68485,778.5853,126.57198,700.27875,169.08531,781.6638,176.37508,709.00995,206.47038,766.96234,207.65462,727.17377,222.45135,765.9679,222.24707,741.73755,292.00385,789.1738,284.82248,744.4694,374.22,792.9086,366.22226
109,781.3656,104.33759,777.33813,98.95084,779.7885,99.00702,751.1213,98.42364,771.81445,99.46088,726.3168,124.68616,782.75397,125.670044,703.47845,170.66573,789.41876,175.7578,719.3627,206.86703,775.9325,205.48216,731.14386,223.8955,770.36676,223.65479,745.8182,290.72623,795.01776,285.8582,747.0853,370.84134,801.12085,367.56454
110,785.8736,106.42913,781.8757,100.881546,784.54706,101.0796,756.44275,99.55725,778.3893,100.99407,732.1299,125.44671,788.9125,127.7563,707.0602,170.79648,792.33234,178.0356,727.14276,194.35675,778.64624,203.0996,736.3399,224.11987,775.55994,224.8166,750.13116,292.3073,798.5727,289.77905,749.84845,370.65854,807.63434,366.0708
111,794.7386,106.4093,791.1403,100.85623,793.34045,101.286736,765.1901,100.250626,785.96643,102.34515,736.8297,126.22623,796.0945,130.91327,711.13696,171.49329,798.26886,180.0246,735.0893,194.02953,782.6873,205.9109,738.9009,224.96295,779.504,225.45247,754.1082,291.41562,804.08954,288.14252,752.1733,371.90875,811.34406,364.62363
112,800.0467,105.50565,796.7317,100.26156,797.78424,100.42603,770.8477,101.29972,788.9301,103.04213,741.4262,128.74858,801.2678,134.41956,715.3448,174.10791,801.078,187.94255,740.24585,194.2094,782.63776,209.77324,742.4292,224.05405,782.97833,224.32042,757.05566,292.91864,805.09296,287.44492,753.9445,374.60623,814.7884,360.78412
113,800.6721,111.39472,796.294,106.299126,800.5868,106.971054,773.26074,105.753395,799.75494,108.67403,750.0844,129.59184,807.9483,136.99443,722.72363,172.51546,807.5127,187.4143,741.6588,196.14484,790.3872,206.33871,749.6877,225.90544,788.5153,227.0238,759.4027,292.37888,808.4518,288.6954,753.70416,369.5748,816.3492,360.26428
114,804.4928,115.71547,800.4309,110.59889,804.0903,111.253586,777.9328,109.606064,802.88776,112.46221,755.29,132.18118,811.7811,139.41599,727.9068,173.40431,813.37213,189.63535,749.15216,196.8453,792.8205,207.51207,753.6551,226.72531,791.2148,228.09421,762.4271,290.71756,811.6107,289.9239,754.67346,364.7509,817.4318,359.93265
115,810.2143,117.443344,806.29584,112.18956,809.67334,112.972595,783.945,110.38915,808.0069,113.66118,759.65344,132.70995,817.0457,140.96059,733.7272,174.60577,818.6682,191.32422,750.60614,197.02718,796.8304,214.3604,757.45636,225.42912,795.9699,227.47533,764.2122,290.13147,815.31946,290.8447,754.30927,360.4562,819.13416,361.70938
116,811.80115,114.89254,807.6578,109.95429,811.5897,110.733154,787.049,109.34367,812.3171,112.873375,762.6589,133.06755,820.2828,141.73264,738.64435,175.86052,821.7547,193.25845,760.813,198.923,801.31866,213.50514,760.32855,225.42444,798.65906,228.30408,768.44904,288.98248,817.02826,292.16318,756.33997,349.6227,818.8486,361.1749
117,818.46814,118.4365,814.1995,113.040886,818.3409,114.45377,794.06116,110.45551,819.0573,115.55953,767.0963,130.80235,824.6315,142.95157,740.2842,173.95364,826.5276,195.76631,760.1984,200.45514,809.65485,218.66052,763.0169,224.24583,800.7831,228.79091,771.4391,289.42282,816.63165,293.38013,758.32336,348.9797,818.41736,361.91608
118,820.94574,114.25281,816.93896,109.10377,821.4222,110.34728,798.3959,107.64007,824.31573,112.330124,771.6685,130.18192,827.8732,142.12518,742.8966,171.68562,831.33704,195.71712,757.05444,193.19934,817.45374,219.59404,764.90717,222.99141,801.0848,227.8445,778.14166,286.05884,819.3277,290.63528,762.22656,342.0779,818.40656,362.08466
119,822.9291,114.09257,819.17834,108.94742,822.99097,109.757164,799.06604,107.18852,824.3772,110.81268,771.7767,130.69676,829.7486,140.10605,744.71423,172.48833,837.62744,190.10349,760.3291,191.61304,828.6495,222.6938,766.59845,222.14099,803.8792,226.77646,778.8764,282.78754,819.54016,289.4459,767.2201,330.30984,818.7359,360.87653
120,833.30566,112.11517,828.75433,106.688515,832.30096,107.35311,803.2261,104.94295,826.86694,108.347885,775.4636,128.62828,832.8819,138.24179,747.0917,168.51408,841.3492,189.0192,759.5455,189.54213,835.9784,228.09863,768.74365,221.90468,806.6857,227.29803,782.9534,280.29404,821.0239,291.76627,771.34564,325.95813,818.01654,361.3203
121,835.78503,112.976715,831.39594,107.59033,834.6857,108.15549,806.1346,105.77732,828.57025,108.794655,777.5769,128.76714,835.7751,137.85948,748.7398,166.64386,846.0913,188.93507,760.51324,185.77206,844.79016,227.02757,771.8601,220.21864,809.3284,225.26834,785.5682,279.21506,822.82886,288.76532,774.92255,335.21463,819.07074,360.9803
122,835.74384,113.20914,831.4491,107.934845,835.0796,108.41007,807.58417,105.62954,830.1822,108.15501,779.2762,128.73044,837.4445,135.67662,750.5695,165.23228,847.15875,185.1735,763.1208,187.67175,848.11554,224.11594,773.58215,220.40808,811.09814,224.76834,786.9041,278.48282,824.3565,287.59674,778.63525,336.41507,818.287,360.58878
123,835.21136,115.21674,831.3589,110.04137,834.7246,110.54688,809.1075,107.34564,830.871,109.6085,780.53326,129.00168,836.3428,134.01073,752.20374,166.92497,844.933,183.54964,766.5096,197.295,849.4951,224.86607,775.2335,220.06142,811.46136,223.88017,788.5382,278.69467,826.20447,287.6491,780.8298,340.88397,817.652,361.01337
124,837.69543,114.915085,833.8669,109.76664,837.26416,110.62176,813.5832,106.64272,834.5289,109.91208,784.5445,127.07447,839.9759,135.14665,753.91113,165.6748,848.1448,187.53705,765.81177,196.18239,850.70465,228.17964,776.43146,218.93518,812.3616,223.49759,788.16846,278.97736,826.3983,286.89978,782.8449,345.98495,816.8879,360.9755
125,843.15015,117.296974,839.1178,112.000626,842.39966,113.16709,816.78265,108.55894,837.63617,112.364746,786.8164,127.9139,841.24225,137.01558,755.43195,165.79228,850.08716,185.95857,768.8024,193.5201,847.9481,207.43988,777.57306,217.64441,812.5807,222.0933,790.595,281.73737,826.3068,286.66132,786.7856,351.42218,817.7575,361.483
126,843.6655,118.58392,839.8088,113.31079,843.1502,114.57777,818.4814,109.396355,839.04944,113.24515,788.44055,128.2782,840.7962,136.9844,758.9571,166.80702,850.62366,182.94406,773.0636,193.2707,850.6548,199.59631,778.2716,217.29672,812.05493,222.00145,791.77924,280.1694,825.95526,285.70792,789.0094,347.98984,817.4601,359.59766
127,847.48645,123.6934,842.7928,118.45684,847.2199,120.08096,820.88104,113.055885,842.8057,117.973465,790.5114,129.14519,843.6268,138.75827,761.6783,171.36494,850.83093,185.77281,777.0206,185.57036,848.3255,200.86246,776.8802,217.30408,811.4445,222.67276,792.0586,279.22974,826.29083,287.0315,791.3333,345.27252,817.5116,360.77588
128,848.1266,127.75971,843.82965,122.30752,847.48425,123.66969,819.0024,116.63994,839.0269,120.356224,788.0182,132.36134,839.98694,139.17589,761.77167,173.60606,850.437,183.47961,776.8734,188.10896,849.90845,201.0177,776.7041,218.84386,811.0838,222.99443,792.14264,282.53085,825.8426,287.74905,793.1493,348.13254,816.9173,361.1119
129,847.70123,129.59268,843.7442,124.32673,847.4195,125.80232,822.40405,118.536285,842.3202,122.90448,793.73444,133.36765,842.1188,142.13536,767.7631,173.75781,849.3088,190.02475,770.45386,186.01578,851.04083,211.36504,777.54944,219.07094,810.0229,223.69724,792.1712,281.84473,826.0972,287.68066,793.6029,348.52206,816.43243,360.50107
130,847.0976,134.3885,843.9334,128.98587,848.1226,130.33488,823.63763,123.13953,847.2138,127.53293,798.3921,137.33951,843.6608,146.03352,774.94806,176.03172,848.6959,191.6272,777.0265,193.52159,849.0923,211.6393,777.43396,222.06976,809.1087,225.72186,791.33276,281.01834,828.73737,287.7763,793.4667,346.45166,817.8354,359.85217
131,846.5694,139.94884,843.4751,134.6767,847.0093,136.68417,830.1045,128.30551,849.3463,134.03864,803.1439,141.18529,843.4831,151.1473,780.3015,174.35316,847.8287,195.64555,786.67596,206.21986,854.0,214.70578,774.342,221.50758,802.469,226.40123,792.9883,283.07022,824.1692,287.12695,797.4781,346.46277,814.58594,354.78143
132,853.2515,149.89409,849.6067,144.50342,853.41,145.91797,832.1868,135.70251,849.4846,139.87228,805.6399,148.87259,842.2477,154.0705,798.1145,185.43633,849.47986,194.5194,824.48737,204.35138,854.0,212.23746,773.73553,225.11507,801.4533,228.56369,795.00085,284.52002,823.20636,288.06836,797.5626,346.1629,812.6176,351.29224
133,854.0,153.47426,853.228,148.59059,854.0,149.82959,837.46893,142.41484,853.2897,146.80923,812.1063,156.13904,844.9505,162.11221,808.7813,190.72777,847.11957,198.4892,835.07654,210.92355,853.4973,216.26842,773.6416,226.37596,798.33435,229.9825,797.8061,282.29117,823.5821,290.4903,798.22406,343.42618,810.22253,350.8776
134,854.0,165.9851,854.0,161.13373,854.0,162.5376,838.7899,153.46208,852.8321,158.18068,814.3155,163.04718,842.7383,168.35092,813.2124,194.2537,845.3857,198.64166,837.3139,213.21811,853.1913,218.5637,772.05896,227.23444,795.17114,229.95546,794.94995,284.27014,821.0753,288.7728,797.72955,341.06226,808.8082,342.23648
135,854.0,173.59245,852.8813,168.5363,854.0,170.49013,837.00165,158.24316,851.1086,164.12843,813.1647,162.67937,841.1124,171.28914,812.43146,192.25305,846.11316,201.8994,835.7907,210.38126,851.755,220.22797,769.07855,227.36632,792.10016,230.97075,792.5207,283.0384,818.89685,287.92776,796.02545,341.48364,806.3861,346.60257
136,854.0,183.01913,854.0,177.70236,854.0,178.1299,839.5832,168.22171,853.9926,170.36278,829.13367,174.18576,836.75134,173.28346,835.5328,208.16728,838.9771,194.23718,845.0114,226.3345,848.057,216.9622,783.21405,232.66621,789.9342,231.36159,795.62225,293.01193,818.36993,289.34583,790.2321,345.17108,797.97394,346.50476
139,369.1802,426.71915,421.53442,347.8902,368.66745,362.30588,638.6737,345.9267,454.36984,357.8086,784.2386,480.0,501.13763,480.0,770.7476,476.36362,403.04303,410.88132,699.90546,411.73572,443.8314,405.95105,738.12994,480.0,548.6651,480.0,602.1575,452.6041,497.57623,429.7389,618.3493,430.8237,521.70306,377.11072
140,403.14493,399.72293,459.39084,306.70898,402.88943,323.72412,677.1353,310.77274,482.61044,326.27695,842.4822,480.0,516.3245,480.0,829.6059,471.37448,425.13092,399.16962,739.8484,389.49637,506.40396,405.30176,790.6822,475.77625,566.03815,447.76566,648.375,433.45248,551.627,408.11572,681.7388,430.44458,601.0475,376.86166
141,435.7048,362.7818,503.83078,261.89825,433.4003,280.03973,714.6176,265.20435,495.7678,282.5377,850.0477,480.0,566.3772,480.0,854.0,480.0,500.4533,480.0,726.05927,451.85654,493.7311,443.4456,801.3445,478.68912,608.07526,456.07974,623.3394,438.80243,569.9312,424.19647,658.92535,436.4339,592.6954,387.70517
142,484.697,295.1572,547.0496,206.35289,495.15155,219.43167,737.5412,231.95609,563.896,236.4239,823.48425,455.62668,641.84283,459.71423,810.2267,473.55453,592.66895,480.0,720.2885,460.35062,595.7981,451.47012,780.87756,480.0,645.90234,455.6893,593.41034,457.16434,594.8283,432.74423,633.6289,462.04117,615.5509,416.90707
143,536.72253,257.05945,611.26587,158.10246,542.2471,174.00671,814.9493,178.98581,605.3718,185.77184,854.0,447.81158,684.73236,460.05502,810.7273,451.84393,632.8239,480.0,771.6562,453.5078,624.2021,436.73535,815.13416,442.81113,687.62683,426.06604,669.6609,439.973,674.9214,418.26154,713.4231,439.82675,691.8402,381.49908
144,587.014,218.8419,658.91534,113.76917,593.0947,134.65265,854.0,139.49026,666.99164,156.50682,854.0,422.4897,756.1194,443.42084,793.0775,432.84726,723.9917,477.60095,762.4919,435.05945,695.0847,422.53287,838.51086,418.83063,747.9865,406.59097,709.1229,437.4097,738.5395,404.2514,757.09814,439.04474,748.25867,383.0256
145,644.2924,176.24478,725.68665,69.54496,650.80225,91.84792,854.0,133.16164,705.74615,147.89276,854.0,416.1689,801.17596,420.3263,786.74884,387.7305,785.8899,399.0972,788.13715,378.87955,781.2063,354.8595,854.0,404.38254,774.86646,383.1834,725.5406,420.7842,763.0703,373.4194,786.3461,416.50006,775.1877,366.7334
149,828.6988,237.45918,825.3877,232.72939,830.56335,232.37369,807.69556,223.51561,824.849,223.8396,790.52313,218.89117,817.51025,224.26262,787.21,237.0867,819.0701,237.98294,804.96716,251.972,820.5441,248.88205,760.90686,248.94595,781.1243,251.69344,775.3076,293.96918,801.9349,296.6652,729.8025,325.61942,790.764,352.73578
150,831.9525,241.9052,828.51135,236.87505,834.1505,236.17564,812.80316,230.12613,828.4557,230.02318,801.88916,225.7716,817.1263,232.06107,813.7473,227.49911,811.40814,244.31078,827.7898,234.612,815.6138,261.08328,768.6238,249.84334,771.6021,249.71176,805.3888,298.6392,786.34973,292.42322,793.12634,346.88483,728.8309,327.2454
151,843.1935,229.3759,838.95807,223.7603,843.9281,224.88992,820.5424,216.15656,838.54517,220.28178,799.21027,216.67279,831.9083,228.86348,783.1042,241.6186,821.0794,260.05847,796.91644,257.92102,818.1649,276.9414,766.7914,246.90125,781.5064,250.26094,798.5461,295.4995,786.74225,295.11142,778.8169,338.30472,737.1931,337.16772
152,839.06256,228.42665,834.6108,223.09369,839.77026,224.34198,816.59924,216.02817,835.62396,220.33984,794.7109,218.74345,832.62366,229.34113,768.5728,248.14592,826.3041,263.64673,774.448,269.9467,819.19525,285.6873,765.223,252.58087,785.67664,255.95573,786.81665,298.4399,791.43774,300.17776,761.366,333.25363,752.5683,343.77594
153,841.81836,225.57272,837.79846,220.46877,842.1475,221.57915,819.74713,213.71295,836.9268,217.7867,795.0476,217.5732,832.1392,228.60231,770.1356,246.75739,827.9956,260.6236,777.9693,269.42316,821.13043,278.43503,763.25354,255.06194,789.96924,259.4502,765.9327,299.5384,807.53064,302.12842,715.9583,325.2239,796.9352,355.43903
154,828.8343,236.35219,824.6681,232.14519,830.5201,231.89818,807.4351,225.54942,824.70496,226.18494,792.50946,223.54866,820.25104,226.19019,795.71185,231.1805,829.5131,225.75687,822.3276,236.39388,843.13654,223.73515,766.5286,250.26758,780.9118,251.2977,785.78784,298.47495,793.2344,296.24606,755.5684,333.0489,758.01434,346.29132
155,833.9836,232.99597,830.0414,228.17812,835.0683,228.77246,812.0432,220.04759,828.7047,222.70117,792.7825,217.94083,823.2692,227.0179,779.6954,234.18288,819.2495,242.65993,795.5389,252.63248,823.5456,253.54288,766.12695,253.61325,782.27246,256.64487,787.2023,299.36273,791.4737,299.2995,760.94617,336.47107,756.50555,345.46143
156,834.66705,235.57104,831.07074,230.1242,835.7704,230.76657,813.3103,220.87485,829.6159,224.00243,794.1555,216.15733,821.46936,230.97188,777.74927,224.3997,807.2438,258.43378,798.05133,243.40662,806.54926,278.8684,761.0399,254.13457,776.3559,258.21295,786.98755,298.53464,794.63245,296.54236,764.3707,338.50528,758.8789,346.40482
158,845.627,223.98325,844.26447,218.24074,845.7429,219.02544,830.64716,208.4633,839.88684,211.42485,807.4671,208.94797,829.91455,221.30116,796.21436,247.77438,823.2443,265.777,821.232,270.86176,823.7653,275.56342,762.00354,238.88051,781.15643,243.57957,782.00525,293.46954,810.21454,291.01013,751.674,346.89047,788.7326,355.0411
160,843.582,222.09373,841.84125,217.02321,844.168,216.8109,826.4163,209.30515,836.6129,209.96176,800.9968,209.52188,825.4635,220.9365,781.828,230.19867,823.0862,248.65123,800.2798,248.15746,828.53516,258.94693,774.02545,251.29703,780.0869,255.87346,802.1618,303.35867,785.02936,307.8327,788.2598,353.60132,741.299,354.54633
